ca_collections.idno_institucion,ca_collections.preferred_labels_institucion,ca_collections.idno_fondo,ca_collections.preferred_labels_fondo,ca_collections.idno_subfondo,ca_collections.preferred_labels_subfondo,collection_type_subfondo,ca_collections.arrangement_subfondo,ca_collections.preferred_labels,ca_collections.arrangement,ca_collections.idno,ca_collections.extent_text,ca_collections.repository.repositoryName,ca_collections.scopecontent,ca_collections.accessrestrict,ca_collections.reproduction,ca_collections.note,ca_collections.repository.repositoryLocation,ca_places,ca_collections.description,ca_collections.relatedmaterial,ca_collections.unitdate.date_value,ca_collections.unitdate.dates_types
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T314,Caja 314,caja,"Archivo Histórico Rionegro, Gobierno, Caja 314",Carpeta 005,"Archivo Histórico Rionegro, Gobierno, Caja 314, Carpeta 005",CO.AHR.GOB.T314.T005,,Archivo Histórico de Rionegro,Empleos,Libre acceso,Libre reproducción,Carpetas sin foliación ni fechas extremas,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Empleos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1934 - 1949,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.GOB,Gobierno,CO.AHR.GOB.T314,Caja 314,caja,"Archivo Histórico Rionegro, Gobierno, Caja 314",Carpeta 006,"Archivo Histórico Rionegro, Gobierno, Caja 314, Carpeta 006",CO.AHR.GOB.T314.T006,,Archivo Histórico de Rionegro,Empleos,Libre acceso,Libre reproducción,Carpetas sin foliación ni fechas extremas,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Empleos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1934 - 1949,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T079,Caja 079,caja,"Archivo Histórico Rionegro, Concejo, Caja 079",carpeta 001,"Archivo Histórico Rionegro, Concejo, Caja 079, Carpeta 001",CO.AHR.CON.T079.T001,,Archivo Histórico de Rionegro,Actas capitulares,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Actas capitulares,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1827 - 1827,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T079,Caja 079,caja,"Archivo Histórico Rionegro, Concejo, Caja 079",carpeta 002,"Archivo Histórico Rionegro, Concejo, Caja 079, Carpeta 002",CO.AHR.CON.T079.T002,,Archivo Histórico de Rionegro,Actas capitulares,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Actas capitulares,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1827 - 1827,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T079,Caja 079,caja,"Archivo Histórico Rionegro, Concejo, Caja 079",carpeta 003,"Archivo Histórico Rionegro, Concejo, Caja 079, Carpeta 003",CO.AHR.CON.T079.T003,,Archivo Histórico de Rionegro,Actas capitulares,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Actas capitulares,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1827 - 1827,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T079,Caja 079,caja,"Archivo Histórico Rionegro, Concejo, Caja 079",carpeta 004,"Archivo Histórico Rionegro, Concejo, Caja 079, Carpeta 004",CO.AHR.CON.T079.T004,,Archivo Histórico de Rionegro,Actas capitulares,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Actas capitulares,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1827 - 1827,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T079,Caja 079,caja,"Archivo Histórico Rionegro, Concejo, Caja 079",carpeta 005,"Archivo Histórico Rionegro, Concejo, Caja 079, Carpeta 005",CO.AHR.CON.T079.T005,,Archivo Histórico de Rionegro,Actas capitulares,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Actas capitulares,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1827 - 1827,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T079,Caja 079,caja,"Archivo Histórico Rionegro, Concejo, Caja 079",carpeta 006,"Archivo Histórico Rionegro, Concejo, Caja 079, Carpeta 006",CO.AHR.CON.T079.T006,,Archivo Histórico de Rionegro,Actas capitulares,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Actas capitulares,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1827 - 1827,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T079,Caja 079,caja,"Archivo Histórico Rionegro, Concejo, Caja 079",carpeta 007,"Archivo Histórico Rionegro, Concejo, Caja 079, Carpeta 007",CO.AHR.CON.T079.T007,,Archivo Histórico de Rionegro,Actas capitulares,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Actas capitulares,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1827 - 1827,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T080,Caja 080,caja,"Archivo Histórico Rionegro, Concejo, Caja 080, Carpeta 001",carpeta 001,"Archivo Histórico Rionegro, Concejo, Caja 080, Carpeta 001",CO.AHR.CON.T080.T001,178 folios,Archivo Histórico de Rionegro,Acuerdos,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Acuerdos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1947 - 1948,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T080,Caja 080,caja,"Archivo Histórico Rionegro, Concejo, Caja 080, Carpeta 001",carpeta 002,"Archivo Histórico Rionegro, Concejo, Caja 080, Carpeta 002",CO.AHR.CON.T080.T002,178 folios,Archivo Histórico de Rionegro,Acuerdos,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Acuerdos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1947 - 1948,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T080,Caja 080,caja,"Archivo Histórico Rionegro, Concejo, Caja 080, Carpeta 001",carpeta 003,"Archivo Histórico Rionegro, Concejo, Caja 080, Carpeta 003",CO.AHR.CON.T080.T003,178 folios,Archivo Histórico de Rionegro,Acuerdos,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Acuerdos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1947 - 1948,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T080,Caja 080,caja,"Archivo Histórico Rionegro, Concejo, Caja 080, Carpeta 001",carpeta 004,"Archivo Histórico Rionegro, Concejo, Caja 080, Carpeta 004",CO.AHR.CON.T080.T004,178 folios,Archivo Histórico de Rionegro,Acuerdos,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Acuerdos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1947 - 1948,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T080,Caja 080,caja,"Archivo Histórico Rionegro, Concejo, Caja 080, Carpeta 001",carpeta 005,"Archivo Histórico Rionegro, Concejo, Caja 080, Carpeta 005",CO.AHR.CON.T080.T005,178 folios,Archivo Histórico de Rionegro,Acuerdos,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Acuerdos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1947 - 1948,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T080,Caja 080,caja,"Archivo Histórico Rionegro, Concejo, Caja 080, Carpeta 001",carpeta 006,"Archivo Histórico Rionegro, Concejo, Caja 080, Carpeta 006",CO.AHR.CON.T080.T006,178 folios,Archivo Histórico de Rionegro,Acuerdos,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Acuerdos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1947 - 1948,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T080,Caja 080,caja,"Archivo Histórico Rionegro, Concejo, Caja 080, Carpeta 001",carpeta 007,"Archivo Histórico Rionegro, Concejo, Caja 080, Carpeta 007",CO.AHR.CON.T080.T007,178 folios,Archivo Histórico de Rionegro,Acuerdos,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Acuerdos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1947 - 1948,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T080,Caja 080,caja,"Archivo Histórico Rionegro, Concejo, Caja 080, Carpeta 001",carpeta 008,"Archivo Histórico Rionegro, Concejo, Caja 080, Carpeta 008",CO.AHR.CON.T080.T008,178 folios,Archivo Histórico de Rionegro,Acuerdos,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Acuerdos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1947 - 1948,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T081,Caja 081,caja,"Archivo Histórico Rionegro, Concejo, Caja 0081, Carpeta 001",carpeta 001,"Archivo Histórico Rionegro, Concejo, Caja 081, Carpeta 001",CO.AHR.CON.T081.T001,190 folios,Archivo Histórico de Rionegro,Acuerdos,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Acuerdos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1878 - 1930,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T081,Caja 081,caja,"Archivo Histórico Rionegro, Concejo, Caja 0081, Carpeta 001",carpeta 002,"Archivo Histórico Rionegro, Concejo, Caja 081, Carpeta 002",CO.AHR.CON.T081.T002,190 folios,Archivo Histórico de Rionegro,Acuerdos,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Acuerdos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1878 - 1930,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T081,Caja 081,caja,"Archivo Histórico Rionegro, Concejo, Caja 0081, Carpeta 001",carpeta 003,"Archivo Histórico Rionegro, Concejo, Caja 081, Carpeta 003",CO.AHR.CON.T081.T003,190 folios,Archivo Histórico de Rionegro,Acuerdos,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Acuerdos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1878 - 1930,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T081,Caja 081,caja,"Archivo Histórico Rionegro, Concejo, Caja 0081, Carpeta 001",carpeta 004,"Archivo Histórico Rionegro, Concejo, Caja 081, Carpeta 004",CO.AHR.CON.T081.T004,190 folios,Archivo Histórico de Rionegro,Acuerdos,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Acuerdos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1878 - 1930,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.CON,Concejo,CO.AHR.CON.T081,Caja 081,caja,"Archivo Histórico Rionegro, Concejo, Caja 0081, Carpeta 001",carpeta 005,"Archivo Histórico Rionegro, Concejo, Caja 081, Carpeta 005",CO.AHR.CON.T081.T005,190 folios,Archivo Histórico de Rionegro,Acuerdos,Libre acceso,Libre reproducción,Buen estado |  deterioro de acuerdo al paso del tiempo,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Acuerdos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1878 - 1930,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.NOT,Notarial,CO.AHR.NOT.T054,Caja 054,caja,"Archivo Histórico Rionegro, Notarial, Caja 054",Carpeta 001,"Archivo Histórico Rionegro, Notarial, Caja 054, Carpeta 001",CO.AHR.NOT.T054.T001,,Archivo Histórico de Rionegro,Protocolos,Libre acceso,Libre reproducción,Buen estado,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Protocolos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1742 - 1747,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.NOT,Notarial,CO.AHR.NOT.T054,Caja 054,caja,"Archivo Histórico Rionegro, Notarial, Caja 054",Carpeta 002,"Archivo Histórico Rionegro, Notarial, Caja 054, Carpeta 002",CO.AHR.NOT.T054.T002,,Archivo Histórico de Rionegro,Protocolos,Libre acceso,Libre reproducción,Buen estado,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Protocolos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1742 - 1747,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.NOT,Notarial,CO.AHR.NOT.T054,Caja 054,caja,"Archivo Histórico Rionegro, Notarial, Caja 054",Carpeta 003,"Archivo Histórico Rionegro, Notarial, Caja 054, Carpeta 003",CO.AHR.NOT.T054.T003,,Archivo Histórico de Rionegro,Protocolos,Libre acceso,Libre reproducción,Buen estado,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Protocolos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1742 - 1747,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.NOT,Notarial,CO.AHR.NOT.T054,Caja 054,caja,"Archivo Histórico Rionegro, Notarial, Caja 054",Carpeta 004,"Archivo Histórico Rionegro, Notarial, Caja 054, Carpeta 004",CO.AHR.NOT.T054.T004,,Archivo Histórico de Rionegro,Protocolos,Libre acceso,Libre reproducción,Buen estado,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Protocolos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1742 - 1747,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.NOT,Notarial,CO.AHR.NOT.T054,Caja 054,caja,"Archivo Histórico Rionegro, Notarial, Caja 054",Carpeta 005,"Archivo Histórico Rionegro, Notarial, Caja 054, Carpeta 005",CO.AHR.NOT.T054.T005,,Archivo Histórico de Rionegro,Protocolos,Libre acceso,Libre reproducción,Buen estado,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Protocolos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1742 - 1747,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.NOT,Notarial,CO.AHR.NOT.T054,Caja 054,caja,"Archivo Histórico Rionegro, Notarial, Caja 054",Carpeta 006,"Archivo Histórico Rionegro, Notarial, Caja 054, Carpeta 006",CO.AHR.NOT.T054.T006,,Archivo Histórico de Rionegro,Protocolos,Libre acceso,Libre reproducción,Buen estado,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Protocolos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1742 - 1747,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.NOT,Notarial,CO.AHR.NOT.T054,Caja 054,caja,"Archivo Histórico Rionegro, Notarial, Caja 054",Carpeta 007,"Archivo Histórico Rionegro, Notarial, Caja 054, Carpeta 007",CO.AHR.NOT.T054.T007,,Archivo Histórico de Rionegro,Protocolos,Libre acceso,Libre reproducción,Buen estado,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Protocolos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1742 - 1747,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.NOT,Notarial,CO.AHR.NOT.T054,Caja 054,caja,"Archivo Histórico Rionegro, Notarial, Caja 054",Carpeta 008,"Archivo Histórico Rionegro, Notarial, Caja 054, Carpeta 008",CO.AHR.NOT.T054.T008,,Archivo Histórico de Rionegro,Protocolos,Libre acceso,Libre reproducción,Buen estado,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Protocolos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1742 - 1747,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.NOT,Notarial,CO.AHR.NOT.T054,Caja 054,caja,"Archivo Histórico Rionegro, Notarial, Caja 054",Carpeta 009,"Archivo Histórico Rionegro, Notarial, Caja 054, Carpeta 009",CO.AHR.NOT.T054.T009,,Archivo Histórico de Rionegro,Protocolos,Libre acceso,Libre reproducción,Buen estado,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Protocolos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1742 - 1747,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.NOT,Notarial,CO.AHR.NOT.T054,Caja 054,caja,"Archivo Histórico Rionegro, Notarial, Caja 054",Carpeta 010,"Archivo Histórico Rionegro, Notarial, Caja 054, Carpeta 010",CO.AHR.NOT.T054.T010,,Archivo Histórico de Rionegro,Protocolos,Libre acceso,Libre reproducción,Buen estado,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Protocolos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1742 - 1747,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.NOT,Notarial,CO.AHR.NOT.T055,Caja 055,caja,"Archivo Histórico Rionegro, Notarial, Caja 055",Carpeta 001,"Archivo Histórico Rionegro, Notarial, Caja 055, Carpeta 001",CO.AHR.NOT.T055.T001,,Archivo Histórico de Rionegro,Protocolos,Libre acceso,Libre reproducción,Buen estado,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Protocolos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1791 - 1811,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.NOT,Notarial,CO.AHR.NOT.T055,Caja 055,caja,"Archivo Histórico Rionegro, Notarial, Caja 055",Carpeta 002,"Archivo Histórico Rionegro, Notarial, Caja 055, Carpeta 002",CO.AHR.NOT.T055.T002,,Archivo Histórico de Rionegro,Protocolos,Libre acceso,Libre reproducción,Buen estado,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Protocolos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1791 - 1811,recordKeeping
CO.AHR,Archivo Histórico Rionegro,CO.AHR.NOT,Notarial,CO.AHR.NOT.T055,Caja 055,caja,"Archivo Histórico Rionegro, Notarial, Caja 055",Carpeta 003,"Archivo Histórico Rionegro, Notarial, Caja 055, Carpeta 003",CO.AHR.NOT.T055.T003,,Archivo Histórico de Rionegro,Protocolos,Libre acceso,Libre reproducción,Buen estado,"AHR, Rionegro, Antioquia, Colombia",Rionegro,Protocolos,Indices Ernesto Tobón | Formato Único de Inventario Documental | Base de datos Archivo Histórico de Rionegro,1791 - 1811,recordKeeping
